date,amount_raw,amount,currency,operation,merchant,details,bank,source_file
2024-11-18,"- 6 000,00 KZT",-6000.0,KZT,Transfers,,Назерке Б.,Kaspi Bank,kaspi_ru.pdf
2024-11-18,"- 400,00 KZT",-400.0,KZT,Transfers,,Диёра Т.,Kaspi Bank,kaspi_ru.pdf
2024-11-18,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,Рауан А.,Kaspi Bank,kaspi_ru.pdf
2024-11-19,"- 2 500,00 KZT",-2500.0,KZT,Transfers,,Ерасыл С.,Kaspi Bank,kaspi_ru.pdf
2024-11-19,"+ 2 973,00 KZT",2973.0,KZT,Replenishment,,Interpay*Taxi,Kaspi Bank,kaspi_ru.pdf
2024-11-19,"+ 1 700,00 KZT",1700.0,KZT,Replenishment,,Айгерим А.,Kaspi Bank,kaspi_ru.pdf
2024-11-19,"- 3 000,00 KZT",-3000.0,KZT,Purchases,Z-313 г. Астана,Z-313 г. Астана,Kaspi Bank,kaspi_ru.pdf
2024-11-19,"+ 2 500,00 KZT",2500.0,KZT,Replenishment,,Ерасыл С.,Kaspi Bank,kaspi_ru.pdf
2024-11-20,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-20,"- 493,00 KZT",-493.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-11-20,"- 350,00 KZT",-350.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-11-20,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-21,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-21,"- 930,00 KZT",-930.0,KZT,Purchases,Burabay,Burabay,Kaspi Bank,kaspi_ru.pdf
2024-11-21,"- 7 000,00 KZT",-7000.0,KZT,Transfers,,Рауан А.,Kaspi Bank,kaspi_ru.pdf
2024-11-21,"+ 7 000,00 KZT",7000.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"+ 1 590,00 KZT",1590.0,KZT,Replenishment,,Абай К.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"+ 1 030,00 KZT",1030.0,KZT,Replenishment,,Əмина Т.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"- 240,00 KZT",-240.0,KZT,Transfers,,Ұлданай Д.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"+ 1 380,00 KZT",1380.0,KZT,Replenishment,,Ербол С.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"- 250,00 KZT",-250.0,KZT,Purchases,Сундучок,Сундучок,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"+ 1 670,00 KZT",1670.0,KZT,Replenishment,,Самат Р.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"+ 540,00 KZT",540.0,KZT,Replenishment,,Нұрдəулет Т.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"+ 600,00 KZT",600.0,KZT,Replenishment,,Медет Т.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"- 3 000,00 KZT",-3000.0,KZT,Purchases,АЗС Y-OIL,АЗС Y-OIL,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"+ 110,00 KZT",110.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-22,"- 84,82 KZT",-84.82,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"- 2 050,00 KZT",-2050.0,KZT,Purchases,Z-313 г. Астана,Z-313 г. Астана,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"- 660,00 KZT",-660.0,KZT,Purchases,Hero7,Hero7,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"+ 600,00 KZT",600.0,KZT,Replenishment,,Ерсултан К.,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,Мөлдір Б.,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"- 475,00 KZT",-475.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"+ 300,00 KZT",300.0,KZT,Replenishment,,Нұрлан М.,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"- 740,00 KZT",-740.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"- 10 000,00 KZT",-10000.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"+ 2 624,00 KZT",2624.0,KZT,Replenishment,,Interpay*Taxi,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"+ 2 380,00 KZT",2380.0,KZT,Replenishment,,Кульзира Т.,Kaspi Bank,kaspi_ru.pdf
2024-11-23,"- 300,00 KZT",-300.0,KZT,Transfers,,Нұрлан М.,Kaspi Bank,kaspi_ru.pdf
2024-11-24,"- 500,00 KZT",-500.0,KZT,Transfers,,Ilkhomjon A.,Kaspi Bank,kaspi_ru.pdf
2024-11-24,"+ 500,00 KZT",500.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-24,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-24,"+ 110,00 KZT",110.0,KZT,Replenishment,,Рустем І.,Kaspi Bank,kaspi_ru.pdf
2024-11-24,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-24,"+ 110,00 KZT",110.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"- 3 980,00 KZT",-3980.0,KZT,Purchases,Qatty Tatty Ast,Qatty Tatty Ast,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"+ 4 000,00 KZT",4000.0,KZT,Replenishment,,Дильназ Қ.,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"- 1 296,00 KZT",-1296.0,KZT,Transfers,,Оплата Kaspi Red,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"+ 1 500,00 KZT",1500.0,KZT,Replenishment,,Женискуль Е.,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"+ 200,00 KZT",200.0,KZT,Replenishment,,Ұлжан Т.,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"+ 110,00 KZT",110.0,KZT,Replenishment,,Рустем І.,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-25,"+ 220,00 KZT",220.0,KZT,Replenishment,,Рустем І.,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"+ 1 520,00 KZT",1520.0,KZT,Replenishment,,Асқар Т.,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"- 3 500,00 KZT",-3500.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"- 725,00 KZT",-725.0,KZT,Purchases,Дос Маркет,Дос Маркет,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"+ 5 640,00 KZT",5640.0,KZT,Replenishment,,Interpay*Taxi,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"- 660,00 KZT",-660.0,KZT,Purchases,Hero7,Hero7,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"- 2 200,00 KZT",-2200.0,KZT,Purchases,HERO 7,HERO 7,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,Рауан А.,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"- 3 500,00 KZT",-3500.0,KZT,Purchases,Z-313 г. Астана,Z-313 г. Астана,Kaspi Bank,kaspi_ru.pdf
2024-11-26,"+ 3 500,00 KZT",3500.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"+ 2 100,00 KZT",2100.0,KZT,Replenishment,,Ботакуз Д.,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"+ 1 610,00 KZT",1610.0,KZT,Replenishment,,Аяжан А.,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"- 300,00 KZT",-300.0,KZT,Purchases,БЕГІМ -АЙ,БЕГІМ -АЙ,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"- 4 690,00 KZT",-4690.0,KZT,Purchases,Izi,Izi,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"+ 3 500,00 KZT",3500.0,KZT,Replenishment,,Мөлдір Б.,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"- 800,00 KZT",-800.0,KZT,Purchases,Green Food,Green Food,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-27,"- 740,00 KZT",-740.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-11-28,"- 180,00 KZT",-180.0,KZT,Purchases,Диана,Диана,Kaspi Bank,kaspi_ru.pdf
2024-11-28,"- 100,00 KZT",-100.0,KZT,Transfers,,Амангелді А.,Kaspi Bank,kaspi_ru.pdf
2024-11-28,"- 550,00 KZT",-550.0,KZT,Purchases,Z-313 г. Астана,Z-313 г. Астана,Kaspi Bank,kaspi_ru.pdf
2024-11-28,"- 3 000,00 KZT",-3000.0,KZT,Transfers,,Рауан А.,Kaspi Bank,kaspi_ru.pdf
2024-11-28,"+ 4 187,00 KZT",4187.0,KZT,Replenishment,,Interpay*Taxi,Kaspi Bank,kaspi_ru.pdf
2024-11-28,"- 3 500,00 KZT",-3500.0,KZT,Transfers,,Мөлдір Б.,Kaspi Bank,kaspi_ru.pdf
2024-11-28,"+ 1 240,00 KZT",1240.0,KZT,Replenishment,,Зарина М.,Kaspi Bank,kaspi_ru.pdf
2024-11-29,"+ 930,00 KZT",930.0,KZT,Replenishment,,Фарида П.,Kaspi Bank,kaspi_ru.pdf
2024-11-29,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-29,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-29,"- 220,00 KZT",-220.0,KZT,Purchases,Burabay,Burabay,Kaspi Bank,kaspi_ru.pdf
2024-11-29,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-29,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-30,"- 790,00 KZT",-790.0,KZT,Purchases,PANINI ARU,PANINI ARU,Kaspi Bank,kaspi_ru.pdf
2024-11-30,"- 590,00 KZT",-590.0,KZT,Purchases,ИП Адильханова,ИП Адильханова,Kaspi Bank,kaspi_ru.pdf
2024-11-30,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-11-30,"- 120,00 KZT",-120.0,KZT,Purchases,Burabay,Burabay,Kaspi Bank,kaspi_ru.pdf
2024-12-01,"- 1 000,00 KZT",-1000.0,KZT,Transfers,,Ермек С.,Kaspi Bank,kaspi_ru.pdf
2024-12-01,"+ 1 000,00 KZT",1000.0,KZT,Replenishment,,Женискуль Е.,Kaspi Bank,kaspi_ru.pdf
2024-12-01,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-12-01,"- 120,00 KZT",-120.0,KZT,Purchases,Burabay,Burabay,Kaspi Bank,kaspi_ru.pdf
2024-12-02,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-12-02,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-12-03,"- 3 000,00 KZT",-3000.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-12-03,"- 3 000,00 KZT",-3000.0,KZT,Purchases,Тикетон,Тикетон,Kaspi Bank,kaspi_ru.pdf
2024-12-03,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-12-03,"+ 15 500,00 KZT",15500.0,KZT,Replenishment,,Рустем І.,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 3 300,00 KZT",-3300.0,KZT,Purchases,HERO 7,HERO 7,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 1 905,00 KZT",-1905.0,KZT,Purchases,Hero7,Hero7,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 1 800,00 KZT",-1800.0,KZT,Purchases,Discovery Coffee Сатпаева,Discovery Coffee Сатпаева,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 730,00 KZT",-730.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 270,00 KZT",-270.0,KZT,Purchases,ип абилтаева,ип абилтаева,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 678,00 KZT",-678.0,KZT,Transfers,,Дастан Т.,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 2 065,00 KZT",-2065.0,KZT,Transfers,,Оплата Kaspi Кредита,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 5 266,00 KZT",-5266.0,KZT,Transfers,,Оплата Kaspi Кредита,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 19 550,00 KZT",-19550.0,KZT,Transfers,,Оплата Kaspi Кредита,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 1 500,00 KZT",-1500.0,KZT,Transfers,,Альбина Б.,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 72 683,00 KZT",-72683.0,KZT,Transfers,,Оплата Kaspi Red,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"+ 123 160,30 KZT",123160.3,KZT,Replenishment,,С карты другого банка,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 3 000,00 KZT",-3000.0,KZT,Transfers,,Ерасыл Д.,Kaspi Bank,kaspi_ru.pdf
2024-12-04,"- 780,00 KZT",-780.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-12-05,"- 1 049,00 KZT",-1049.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-12-05,"- 519,00 KZT",-519.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-12-05,"- 185,00 KZT",-185.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-12-05,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-12-06,"- 4 500,00 KZT",-4500.0,KZT,Purchases,Z-313 г. Астана,Z-313 г. Астана,Kaspi Bank,kaspi_ru.pdf
2024-12-06,"- 300,00 KZT",-300.0,KZT,Purchases,БЕГІМ -АЙ,БЕГІМ -АЙ,Kaspi Bank,kaspi_ru.pdf
2024-12-06,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-12-06,"- 10 000,00 KZT",-10000.0,KZT,Transfers,,Дильназ Қ.,Kaspi Bank,kaspi_ru.pdf
2024-12-06,"+ 10 000,00 KZT",10000.0,KZT,Replenishment,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-12-06,"- 553,00 KZT",-553.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-12-06,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"- 110,00 KZT",-110.0,KZT,Purchases,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"- 180,00 KZT",-180.0,KZT,Purchases,Burabay,Burabay,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"- 13 024,00 KZT",-13024.0,KZT,Transfers,,Оплата Kaspi Кредита,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"+ 10 874,00 KZT",10874.0,KZT,Replenishment,,Interpay*Taxi,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"+ 900,00 KZT",900.0,KZT,Replenishment,,Сабина С.,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"+ 830,00 KZT",830.0,KZT,Replenishment,,Бекзат М.,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"- 4 800,00 KZT",-4800.0,KZT,Transfers,,Ruslan A.,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"+ 2 000,00 KZT",2000.0,KZT,Replenishment,,Бекзат М.,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"+ 3 000,00 KZT",3000.0,KZT,Replenishment,,Бекзат М.,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"+ 870,00 KZT",870.0,KZT,Replenishment,,Serik I.,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"+ 1 250,00 KZT",1250.0,KZT,Replenishment,,Дархан М.,Kaspi Bank,kaspi_ru.pdf
2024-12-07,"+ 2 600,00 KZT",2600.0,KZT,Replenishment,,Женискуль Ш.,Kaspi Bank,kaspi_ru.pdf
2024-12-08,"- 280,00 KZT",-280.0,KZT,Purchases,Бахтияр Магазин,Бахтияр Магазин,Kaspi Bank,kaspi_ru.pdf
2024-12-08,"- 7 645,00 KZT",-7645.0,KZT,Purchases,Coffee BOOM ЖК Атлант,Coffee BOOM ЖК Атлант,Kaspi Bank,kaspi_ru.pdf
2024-12-08,"- 305,00 KZT",-305.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
2024-12-08,"- 740,00 KZT",-740.0,KZT,Purchases,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,kaspi_ru.pdf
2024-12-08,"- 240,00 KZT",-240.0,KZT,Purchases,БЕГІМ -АЙ,БЕГІМ -АЙ,Kaspi Bank,kaspi_ru.pdf
2024-12-08,"- 5 000,00 KZT",-5000.0,KZT,Transfers,,Санжар С.,Kaspi Bank,kaspi_ru.pdf
